sample_id,contig,population_id,country,taxon
AA0040-C,2R,GHcol,Ghana,coluzzii
AA0041-C,2R,GHcol,Ghana,coluzzii
AA0042-C,2R,GHcol,Ghana,coluzzii
AA0043-C,2R,GHcol,Ghana,coluzzii
AA0044-C,2R,GHcol,Ghana,coluzzii
AA0048-C,2R,GHgam,Ghana,gambiae
AA0049-C,2R,GHcol,Ghana,coluzzii
AA0050-C,2R,GHgam,Ghana,gambiae
AA0051-C,2R,GHcol,Ghana,coluzzii
AA0052-C,2R,GHcol,Ghana,coluzzii
AA0053-C,2R,GHcol,Ghana,coluzzii
AA0054-C,2R,GHcol,Ghana,coluzzii
AA0055-C,2R,GHcol,Ghana,coluzzii
AA0056-C,2R,GHcol,Ghana,coluzzii
AA0060-C,2R,GHgam,Ghana,gambiae
AA0061-C,2R,GHgam,Ghana,gambiae
AA0063-C,2R,GHcol,Ghana,coluzzii
AA0064-C,2R,GHcol,Ghana,coluzzii
AA0066-C,2R,GHcol,Ghana,coluzzii
AA0067-C,2R,GHcol,Ghana,coluzzii
AA0068-C,2R,GHcol,Ghana,coluzzii
AA0072-C,2R,GHgam,Ghana,gambiae
AA0073-C,2R,GHcol,Ghana,coluzzii
AA0074-C,2R,GHcol,Ghana,coluzzii
AA0075-C,2R,GHcol,Ghana,coluzzii
AA0076-C,2R,GHcol,Ghana,coluzzii
AA0077-C,2R,GHcol,Ghana,coluzzii
AA0080-C,2R,GHcol,Ghana,coluzzii
AA0084-C,2R,GHgam,Ghana,gambiae
AA0085-C,2R,GHgam,Ghana,gambiae
AA0086-C,2R,GHgam,Ghana,gambiae
AA0087-C,2R,GHcol,Ghana,coluzzii
AA0088-C,2R,GHcol,Ghana,coluzzii
AA0089-C,2R,GHcol,Ghana,coluzzii
AA0090-C,2R,GHcol,Ghana,coluzzii
AA0091-C,2R,GHcol,Ghana,coluzzii
AA0096-C,2R,GHgam,Ghana,gambiae
AA0097-C,2R,GHcol,Ghana,coluzzii
AA0098-C,2R,GHcol,Ghana,coluzzii
AA0099-C,2R,GHcol,Ghana,coluzzii
AA0100-C,2R,GHcol,Ghana,coluzzii
AA0101-C,2R,GHcol,Ghana,coluzzii
AA0102-C,2R,GHcol,Ghana,coluzzii
AA0103-C,2R,GHcol,Ghana,coluzzii
AA0104-C,2R,GHcol,Ghana,coluzzii
AA0107-C,2R,GHcol,Ghana,coluzzii
AA0108-C,2R,GHgam,Ghana,gambiae
AA0109-C,2R,GHcol,Ghana,coluzzii
AA0110-C,2R,GHcol,Ghana,coluzzii
AA0111-C,2R,GHcol,Ghana,coluzzii
AA0113-C,2R,GHcol,Ghana,coluzzii
AA0114-C,2R,GHcol,Ghana,coluzzii
AA0115-C,2R,GHcol,Ghana,coluzzii
AA0116-C,2R,GHcol,Ghana,coluzzii
AA0122-C,2R,GHgam,Ghana,gambiae
AA0123-C,2R,GHcol,Ghana,coluzzii
AA0124-C,2R,GHcol,Ghana,coluzzii
AA0125-C,2R,GHcol,Ghana,coluzzii
AA0127-C,2R,GHcol,Ghana,coluzzii
AA0132-C,2R,GHcol,Ghana,coluzzii
AA0133-C,2R,GHgam,Ghana,gambiae
AA0134-C,2R,GHcol,Ghana,coluzzii
AA0135-C,2R,GHcol,Ghana,coluzzii
AA0136-C,2R,GHcol,Ghana,coluzzii
AA0139-C,2R,GHcol,Ghana,coluzzii
AA0140-C,2R,GHcol,Ghana,coluzzii
AA0141-C,2R,GHcol,Ghana,coluzzii
AB0085-C,2R,BFgam,Burkina Faso,gambiae
AB0087-C,2R,BFcol,Burkina Faso,coluzzii
AB0088-C,2R,BFcol,Burkina Faso,coluzzii
AB0089-C,2R,BFcol,Burkina Faso,coluzzii
AB0090-C,2R,BFcol,Burkina Faso,coluzzii
AB0091-C,2R,BFcol,Burkina Faso,coluzzii
AB0092-C,2R,BFcol,Burkina Faso,coluzzii
AB0094-C,2R,BFcol,Burkina Faso,coluzzii
AB0095-C,2R,BFcol,Burkina Faso,coluzzii
AB0097-C,2R,BFcol,Burkina Faso,coluzzii
AB0098-C,2R,BFcol,Burkina Faso,coluzzii
AB0099-C,2R,BFcol,Burkina Faso,coluzzii
AB0100-C,2R,BFcol,Burkina Faso,coluzzii
AB0101-C,2R,BFcol,Burkina Faso,coluzzii
AB0103-C,2R,BFgam,Burkina Faso,gambiae
AB0104-C,2R,BFgam,Burkina Faso,gambiae
AB0108-C,2R,BFgam,Burkina Faso,gambiae
AB0109-C,2R,BFcol,Burkina Faso,coluzzii
AB0110-C,2R,BFcol,Burkina Faso,coluzzii
AB0111-C,2R,BFcol,Burkina Faso,coluzzii
AB0112-C,2R,BFcol,Burkina Faso,coluzzii
AB0113-C,2R,BFcol,Burkina Faso,coluzzii
AB0114-C,2R,BFcol,Burkina Faso,coluzzii
AB0115-C,2R,BFcol,Burkina Faso,coluzzii
AB0117-C,2R,BFgam,Burkina Faso,gambiae
AB0118-C,2R,BFgam,Burkina Faso,gambiae
AB0119-C,2R,BFgam,Burkina Faso,gambiae
AB0122-C,2R,BFcol,Burkina Faso,coluzzii
AB0123-C,2R,BFcol,Burkina Faso,coluzzii
AB0124-C,2R,BFcol,Burkina Faso,coluzzii
AB0126-C,2R,BFgam,Burkina Faso,gambiae
AB0127-C,2R,BFgam,Burkina Faso,gambiae
AB0128-C,2R,BFgam,Burkina Faso,gambiae
AB0129-C,2R,BFgam,Burkina Faso,gambiae
AB0130-C,2R,BFgam,Burkina Faso,gambiae
AB0133-C,2R,BFgam,Burkina Faso,gambiae
AB0134-C,2R,BFgam,Burkina Faso,gambiae
AB0135-C,2R,BFgam,Burkina Faso,gambiae
AB0136-C,2R,BFgam,Burkina Faso,gambiae
AB0137-C,2R,BFcol,Burkina Faso,coluzzii
AB0138-C,2R,BFcol,Burkina Faso,coluzzii
AB0139-C,2R,BFcol,Burkina Faso,coluzzii
AB0140-C,2R,BFcol,Burkina Faso,coluzzii
AB0142-C,2R,BFcol,Burkina Faso,coluzzii
AB0143-C,2R,BFgam,Burkina Faso,gambiae
AB0145-C,2R,BFgam,Burkina Faso,gambiae
AB0146-C,2R,BFgam,Burkina Faso,gambiae
AB0147-C,2R,BFgam,Burkina Faso,gambiae
AB0148-C,2R,BFgam,Burkina Faso,gambiae
AB0150-C,2R,BFgam,Burkina Faso,gambiae
AB0151-C,2R,BFgam,Burkina Faso,gambiae
AB0153-C,2R,BFgam,Burkina Faso,gambiae
AB0155-C,2R,BFgam,Burkina Faso,gambiae
AB0157-C,2R,BFgam,Burkina Faso,gambiae
AB0158-C,2R,BFgam,Burkina Faso,gambiae
AB0159-C,2R,BFgam,Burkina Faso,gambiae
AB0160-C,2R,BFgam,Burkina Faso,gambiae
AB0161-C,2R,BFgam,Burkina Faso,gambiae
AB0162-C,2R,BFgam,Burkina Faso,gambiae
AB0164-C,2R,BFgam,Burkina Faso,gambiae
AB0165-C,2R,BFgam,Burkina Faso,gambiae
AB0166-C,2R,BFgam,Burkina Faso,gambiae
AB0167-C,2R,BFgam,Burkina Faso,gambiae
AB0169-C,2R,BFgam,Burkina Faso,gambiae
AB0170-C,2R,BFgam,Burkina Faso,gambiae
AB0171-C,2R,BFgam,Burkina Faso,gambiae
AB0172-C,2R,BFgam,Burkina Faso,gambiae
AB0173-C,2R,BFgam,Burkina Faso,gambiae
AB0174-C,2R,BFgam,Burkina Faso,gambiae
AB0175-C,2R,BFgam,Burkina Faso,gambiae
AB0176-C,2R,BFgam,Burkina Faso,gambiae
AB0177-C,2R,BFgam,Burkina Faso,gambiae
AB0178-C,2R,BFgam,Burkina Faso,gambiae
AB0179-C,2R,BFgam,Burkina Faso,gambiae
AB0181-C,2R,BFcol,Burkina Faso,coluzzii
AB0182-C,2R,BFcol,Burkina Faso,coluzzii
AB0183-C,2R,BFcol,Burkina Faso,coluzzii
AB0184-C,2R,BFcol,Burkina Faso,coluzzii
AB0185-C,2R,BFcol,Burkina Faso,coluzzii
AB0186-C,2R,BFcol,Burkina Faso,coluzzii
AB0187-C,2R,BFcol,Burkina Faso,coluzzii
AB0188-C,2R,BFcol,Burkina Faso,coluzzii
AB0189-C,2R,BFcol,Burkina Faso,coluzzii
AB0190-C,2R,BFcol,Burkina Faso,coluzzii
AB0191-C,2R,BFcol,Burkina Faso,coluzzii
AB0192-C,2R,BFcol,Burkina Faso,coluzzii
AB0195-C,2R,BFcol,Burkina Faso,coluzzii
AB0196-C,2R,BFcol,Burkina Faso,coluzzii
AB0197-C,2R,BFgam,Burkina Faso,gambiae
AB0198-C,2R,BFgam,Burkina Faso,gambiae
AB0199-C,2R,BFgam,Burkina Faso,gambiae
AB0200-C,2R,BFgam,Burkina Faso,gambiae
AB0201-C,2R,BFgam,Burkina Faso,gambiae
AB0202-C,2R,BFgam,Burkina Faso,gambiae
AB0203-C,2R,BFgam,Burkina Faso,gambiae
AB0204-C,2R,BFcol,Burkina Faso,coluzzii
AB0205-C,2R,BFgam,Burkina Faso,gambiae
AB0206-C,2R,BFgam,Burkina Faso,gambiae
AB0207-C,2R,BFgam,Burkina Faso,gambiae
AB0208-C,2R,BFgam,Burkina Faso,gambiae
AB0209-C,2R,BFcol,Burkina Faso,coluzzii
AB0210-C,2R,BFcol,Burkina Faso,coluzzii
AB0211-C,2R,BFgam,Burkina Faso,gambiae
AB0212-C,2R,BFcol,Burkina Faso,coluzzii
AB0213-C,2R,BFcol,Burkina Faso,coluzzii
AB0215-C,2R,BFcol,Burkina Faso,coluzzii
AB0217-C,2R,BFgam,Burkina Faso,gambiae
AB0218-C,2R,BFgam,Burkina Faso,gambiae
AB0219-C,2R,BFcol,Burkina Faso,coluzzii
AB0221-C,2R,BFcol,Burkina Faso,coluzzii
AB0222-C,2R,BFcol,Burkina Faso,coluzzii
AB0223-C,2R,BFcol,Burkina Faso,coluzzii
AB0224-C,2R,BFcol,Burkina Faso,coluzzii
AB0226-C,2R,BFcol,Burkina Faso,coluzzii
AB0227-C,2R,BFcol,Burkina Faso,coluzzii
AB0228-C,2R,BFgam,Burkina Faso,gambiae
AB0229-C,2R,BFcol,Burkina Faso,coluzzii
AB0231-C,2R,BFgam,Burkina Faso,gambiae
AB0232-C,2R,BFgam,Burkina Faso,gambiae
AB0233-C,2R,BFgam,Burkina Faso,gambiae
AB0234-C,2R,BFcol,Burkina Faso,coluzzii
AB0235-C,2R,BFgam,Burkina Faso,gambiae
AB0236-C,2R,BFgam,Burkina Faso,gambiae
AB0237-C,2R,BFcol,Burkina Faso,coluzzii
AB0238-C,2R,BFgam,Burkina Faso,gambiae
AB0239-C,2R,BFgam,Burkina Faso,gambiae
AB0240-C,2R,BFcol,Burkina Faso,coluzzii
AB0241-C,2R,BFgam,Burkina Faso,gambiae
AB0242-C,2R,BFcol,Burkina Faso,coluzzii
AB0243-C,2R,BFcol,Burkina Faso,coluzzii
AB0244-C,2R,BFgam,Burkina Faso,gambiae
AB0246-C,2R,BFcol,Burkina Faso,coluzzii
AB0247-C,2R,BFcol,Burkina Faso,coluzzii
AB0248-C,2R,BFcol,Burkina Faso,coluzzii
AB0249-C,2R,BFcol,Burkina Faso,coluzzii
AB0250-C,2R,BFcol,Burkina Faso,coluzzii
AB0251-C,2R,BFgam,Burkina Faso,gambiae
AB0252-C,2R,BFgam,Burkina Faso,gambiae
AB0253-C,2R,BFgam,Burkina Faso,gambiae
AB0255-C,2R,BFgam,Burkina Faso,gambiae
AB0256-C,2R,BFgam,Burkina Faso,gambiae
AB0257-C,2R,BFcol,Burkina Faso,coluzzii
AB0258-C,2R,BFcol,Burkina Faso,coluzzii
AB0260-C,2R,BFgam,Burkina Faso,gambiae
AB0261-C,2R,BFgam,Burkina Faso,gambiae
AB0262-C,2R,BFcol,Burkina Faso,coluzzii
AB0263-C,2R,BFcol,Burkina Faso,coluzzii
AB0264-C,2R,BFgam,Burkina Faso,gambiae
AB0265-C,2R,BFgam,Burkina Faso,gambiae
AB0266-C,2R,BFcol,Burkina Faso,coluzzii
AB0267-C,2R,BFcol,Burkina Faso,coluzzii
AB0268-C,2R,BFgam,Burkina Faso,gambiae
AB0270-C,2R,BFgam,Burkina Faso,gambiae
AB0271-C,2R,BFgam,Burkina Faso,gambiae
AB0272-C,2R,BFgam,Burkina Faso,gambiae
AB0273-C,2R,BFgam,Burkina Faso,gambiae
AB0274-C,2R,BFgam,Burkina Faso,gambiae
AB0275-C,2R,BFgam,Burkina Faso,gambiae
AB0276-C,2R,BFcol,Burkina Faso,coluzzii
AB0277-C,2R,BFgam,Burkina Faso,gambiae
AB0278-C,2R,BFgam,Burkina Faso,gambiae
AB0279-C,2R,BFcol,Burkina Faso,coluzzii
AB0280-C,2R,BFgam,Burkina Faso,gambiae
AB0281-C,2R,BFgam,Burkina Faso,gambiae
AB0282-C,2R,BFcol,Burkina Faso,coluzzii
AB0283-C,2R,BFgam,Burkina Faso,gambiae
AB0284-C,2R,BFgam,Burkina Faso,gambiae
AC0089-C,2R,UGgam,Uganda,gambiae
AC0090-C,2R,UGgam,Uganda,gambiae
AC0091-C,2R,UGgam,Uganda,gambiae
AC0092-C,2R,UGgam,Uganda,gambiae
AC0093-C,2R,UGgam,Uganda,gambiae
AC0094-C,2R,UGgam,Uganda,gambiae
AC0095-C,2R,UGgam,Uganda,gambiae
AC0096-C,2R,UGgam,Uganda,gambiae
AC0097-C,2R,UGgam,Uganda,gambiae
AC0098-C,2R,UGgam,Uganda,gambiae
AC0099-C,2R,UGgam,Uganda,gambiae
AC0100-C,2R,UGgam,Uganda,gambiae
AC0101-C,2R,UGgam,Uganda,gambiae
AC0102-C,2R,UGgam,Uganda,gambiae
AC0103-C,2R,UGgam,Uganda,gambiae
AC0104-C,2R,UGgam,Uganda,gambiae
AC0105-C,2R,UGgam,Uganda,gambiae
AC0106-C,2R,UGgam,Uganda,gambiae
AC0107-C,2R,UGgam,Uganda,gambiae
AC0108-C,2R,UGgam,Uganda,gambiae
AC0109-C,2R,UGgam,Uganda,gambiae
AC0110-C,2R,UGgam,Uganda,gambiae
AC0111-C,2R,UGgam,Uganda,gambiae
AC0112-C,2R,UGgam,Uganda,gambiae
AC0113-C,2R,UGgam,Uganda,gambiae
AC0114-C,2R,UGgam,Uganda,gambiae
AC0115-C,2R,UGgam,Uganda,gambiae
AC0116-C,2R,UGgam,Uganda,gambiae
AC0117-C,2R,UGgam,Uganda,gambiae
AC0118-C,2R,UGgam,Uganda,gambiae
AC0119-C,2R,UGgam,Uganda,gambiae
AC0120-C,2R,UGgam,Uganda,gambiae
AC0121-C,2R,UGgam,Uganda,gambiae
AC0122-C,2R,UGgam,Uganda,gambiae
AC0123-C,2R,UGgam,Uganda,gambiae
AC0124-C,2R,UGgam,Uganda,gambiae
AC0125-C,2R,UGgam,Uganda,gambiae
AC0126-C,2R,UGgam,Uganda,gambiae
AC0127-C,2R,UGgam,Uganda,gambiae
AC0128-C,2R,UGgam,Uganda,gambiae
AC0129-C,2R,UGgam,Uganda,gambiae
AC0130-C,2R,UGgam,Uganda,gambiae
AC0131-C,2R,UGgam,Uganda,gambiae
AC0132-C,2R,UGgam,Uganda,gambiae
AC0133-C,2R,UGgam,Uganda,gambiae
AC0134-C,2R,UGgam,Uganda,gambiae
AC0135-C,2R,UGgam,Uganda,gambiae
AC0136-C,2R,UGgam,Uganda,gambiae
AC0137-C,2R,UGgam,Uganda,gambiae
AC0138-C,2R,UGgam,Uganda,gambiae
AC0139-C,2R,UGgam,Uganda,gambiae
AC0140-C,2R,UGgam,Uganda,gambiae
AC0141-C,2R,UGgam,Uganda,gambiae
AC0142-C,2R,UGgam,Uganda,gambiae
AC0143-C,2R,UGgam,Uganda,gambiae
AC0144-C,2R,UGgam,Uganda,gambiae
AC0145-C,2R,UGgam,Uganda,gambiae
AC0146-C,2R,UGgam,Uganda,gambiae
AC0147-C,2R,UGgam,Uganda,gambiae
AC0148-C,2R,UGgam,Uganda,gambiae
AC0149-C,2R,UGgam,Uganda,gambiae
AC0150-C,2R,UGgam,Uganda,gambiae
AC0151-C,2R,UGgam,Uganda,gambiae
AC0152-C,2R,UGgam,Uganda,gambiae
AC0153-C,2R,UGgam,Uganda,gambiae
AC0154-C,2R,UGgam,Uganda,gambiae
AC0155-C,2R,UGgam,Uganda,gambiae
AC0156-C,2R,UGgam,Uganda,gambiae
AC0157-C,2R,UGgam,Uganda,gambiae
AC0158-C,2R,UGgam,Uganda,gambiae
AC0159-C,2R,UGgam,Uganda,gambiae
AC0160-C,2R,UGgam,Uganda,gambiae
AC0161-C,2R,UGgam,Uganda,gambiae
AC0162-C,2R,UGgam,Uganda,gambiae
AC0163-C,2R,UGgam,Uganda,gambiae
AC0164-C,2R,UGgam,Uganda,gambiae
AC0166-C,2R,UGgam,Uganda,gambiae
AC0167-C,2R,UGgam,Uganda,gambiae
AC0168-C,2R,UGgam,Uganda,gambiae
AC0169-C,2R,UGgam,Uganda,gambiae
AC0170-C,2R,UGgam,Uganda,gambiae
AC0171-C,2R,UGgam,Uganda,gambiae
AC0172-C,2R,UGgam,Uganda,gambiae
AC0173-C,2R,UGgam,Uganda,gambiae
AC0174-C,2R,UGgam,Uganda,gambiae
AC0176-C,2R,UGgam,Uganda,gambiae
AC0177-C,2R,UGgam,Uganda,gambiae
AC0178-C,2R,UGgam,Uganda,gambiae
AC0179-C,2R,UGgam,Uganda,gambiae
AC0180-C,2R,UGgam,Uganda,gambiae
AC0181-C,2R,UGgam,Uganda,gambiae
AC0182-C,2R,UGgam,Uganda,gambiae
AC0183-C,2R,UGgam,Uganda,gambiae
AC0184-C,2R,UGgam,Uganda,gambiae
AC0185-C,2R,UGgam,Uganda,gambiae
AC0186-C,2R,UGgam,Uganda,gambiae
AC0187-C,2R,UGgam,Uganda,gambiae
AC0188-C,2R,UGgam,Uganda,gambiae
AC0189-C,2R,UGgam,Uganda,gambiae
AC0190-C,2R,UGgam,Uganda,gambiae
AC0191-C,2R,UGgam,Uganda,gambiae
AC0192-C,2R,UGgam,Uganda,gambiae
AC0193-C,2R,UGgam,Uganda,gambiae
AC0194-C,2R,UGgam,Uganda,gambiae
AC0195-C,2R,UGgam,Uganda,gambiae
AC0196-C,2R,UGgam,Uganda,gambiae
AC0197-C,2R,UGgam,Uganda,gambiae
AC0199-C,2R,UGgam,Uganda,gambiae
AC0200-C,2R,UGgam,Uganda,gambiae
AC0201-C,2R,UGgam,Uganda,gambiae
AC0202-C,2R,UGgam,Uganda,gambiae
AC0203-C,2R,UGgam,Uganda,gambiae
AN0007-C,2R,CMgam,Cameroon,gambiae
AN0008-C,2R,CMgam,Cameroon,gambiae
AN0009-C,2R,CMgam,Cameroon,gambiae
AN0010-C,2R,CMgam,Cameroon,gambiae
AN0011-C,2R,CMgam,Cameroon,gambiae
AN0012-C,2R,CMgam,Cameroon,gambiae
AN0013-C,2R,CMgam,Cameroon,gambiae
AN0014-C,2R,CMgam,Cameroon,gambiae
AN0015-C,2R,CMgam,Cameroon,gambiae
AN0016-C,2R,CMgam,Cameroon,gambiae
AN0017-C,2R,CMgam,Cameroon,gambiae
AN0018-C,2R,CMgam,Cameroon,gambiae
AN0019-C,2R,CMgam,Cameroon,gambiae
AN0020-C,2R,CMgam,Cameroon,gambiae
AN0022-C,2R,CMgam,Cameroon,gambiae
AN0023-C,2R,CMgam,Cameroon,gambiae
AN0024-C,2R,CMgam,Cameroon,gambiae
AN0025-C,2R,CMgam,Cameroon,gambiae
AN0026-C,2R,CMgam,Cameroon,gambiae
AN0027-C,2R,CMgam,Cameroon,gambiae
AN0028-C,2R,CMgam,Cameroon,gambiae
AN0029-C,2R,CMgam,Cameroon,gambiae
AN0030-C,2R,CMgam,Cameroon,gambiae
AN0031-C,2R,CMgam,Cameroon,gambiae
AN0032-C,2R,CMgam,Cameroon,gambiae
AN0033-C,2R,CMgam,Cameroon,gambiae
AN0034-C,2R,CMgam,Cameroon,gambiae
AN0035-C,2R,CMgam,Cameroon,gambiae
AN0036-C,2R,CMgam,Cameroon,gambiae
AN0037-C,2R,CMgam,Cameroon,gambiae
AN0038-C,2R,CMgam,Cameroon,gambiae
AN0039-C,2R,CMgam,Cameroon,gambiae
AN0040-C,2R,CMgam,Cameroon,gambiae
AN0041-C,2R,CMgam,Cameroon,gambiae
AN0042-C,2R,CMgam,Cameroon,gambiae
AN0043-C,2R,CMgam,Cameroon,gambiae
AN0044-C,2R,CMgam,Cameroon,gambiae
AN0045-C,2R,CMgam,Cameroon,gambiae
AN0046-C,2R,CMgam,Cameroon,gambiae
AN0047-C,2R,CMgam,Cameroon,gambiae
AN0048-C,2R,CMgam,Cameroon,gambiae
AN0049-C,2R,CMgam,Cameroon,gambiae
AN0050-C,2R,CMgam,Cameroon,gambiae
AN0051-C,2R,CMgam,Cameroon,gambiae
AN0053-C,2R,CMgam,Cameroon,gambiae
AN0054-C,2R,CMgam,Cameroon,gambiae
AN0055-C,2R,CMgam,Cameroon,gambiae
AN0056-C,2R,CMgam,Cameroon,gambiae
AN0057-C,2R,CMgam,Cameroon,gambiae
AN0058-C,2R,CMgam,Cameroon,gambiae
AN0059-C,2R,CMgam,Cameroon,gambiae
AN0060-C,2R,CMgam,Cameroon,gambiae
AN0061-C,2R,CMgam,Cameroon,gambiae
AN0062-C,2R,CMgam,Cameroon,gambiae
AN0063-C,2R,CMgam,Cameroon,gambiae
AN0064-C,2R,CMgam,Cameroon,gambiae
AN0065-C,2R,CMgam,Cameroon,gambiae
AN0066-C,2R,CMgam,Cameroon,gambiae
AN0067-C,2R,CMgam,Cameroon,gambiae
AN0068-C,2R,CMgam,Cameroon,gambiae
AN0069-C,2R,CMgam,Cameroon,gambiae
AN0070-C,2R,CMgam,Cameroon,gambiae
AN0071-C,2R,CMgam,Cameroon,gambiae
AN0072-C,2R,CMgam,Cameroon,gambiae
AN0073-C,2R,CMgam,Cameroon,gambiae
AN0074-C,2R,CMgam,Cameroon,gambiae
AN0075-C,2R,CMgam,Cameroon,gambiae
AN0076-C,2R,CMgam,Cameroon,gambiae
AN0077-C,2R,CMgam,Cameroon,gambiae
AN0079-C,2R,CMgam,Cameroon,gambiae
AN0080-C,2R,CMgam,Cameroon,gambiae
AN0081-C,2R,CMgam,Cameroon,gambiae
AN0082-C,2R,CMgam,Cameroon,gambiae
AN0083-C,2R,CMgam,Cameroon,gambiae
AN0084-C,2R,CMgam,Cameroon,gambiae
AN0085-C,2R,CMgam,Cameroon,gambiae
AN0086-C,2R,CMgam,Cameroon,gambiae
AN0087-C,2R,CMgam,Cameroon,gambiae
AN0088-C,2R,CMgam,Cameroon,gambiae
AN0089-C,2R,CMgam,Cameroon,gambiae
AN0090-C,2R,CMgam,Cameroon,gambiae
AN0091-C,2R,CMgam,Cameroon,gambiae
AN0092-C,2R,CMgam,Cameroon,gambiae
AN0093-C,2R,CMgam,Cameroon,gambiae
AN0094-C,2R,CMgam,Cameroon,gambiae
AN0095-C,2R,CMgam,Cameroon,gambiae
AN0096-C,2R,CMgam,Cameroon,gambiae
AN0097-C,2R,CMgam,Cameroon,gambiae
AN0098-C,2R,CMgam,Cameroon,gambiae
AN0099-C,2R,CMgam,Cameroon,gambiae
AN0100-C,2R,CMgam,Cameroon,gambiae
AN0101-C,2R,CMgam,Cameroon,gambiae
AN0102-C,2R,CMgam,Cameroon,gambiae
AN0103-C,2R,CMgam,Cameroon,gambiae
AN0104-C,2R,CMgam,Cameroon,gambiae
AN0105-C,2R,CMgam,Cameroon,gambiae
AN0106-C,2R,CMgam,Cameroon,gambiae
AN0107-C,2R,CMgam,Cameroon,gambiae
AN0108-C,2R,CMgam,Cameroon,gambiae
AN0109-C,2R,CMgam,Cameroon,gambiae
AN0111-C,2R,CMgam,Cameroon,gambiae
AN0112-C,2R,CMgam,Cameroon,gambiae
AN0113-C,2R,CMgam,Cameroon,gambiae
AN0114-C,2R,CMgam,Cameroon,gambiae
AN0115-C,2R,CMgam,Cameroon,gambiae
AN0117-C,2R,CMgam,Cameroon,gambiae
AN0118-C,2R,CMgam,Cameroon,gambiae
AN0119-C,2R,CMgam,Cameroon,gambiae
AN0120-C,2R,CMgam,Cameroon,gambiae
AN0121-C,2R,CMgam,Cameroon,gambiae
AN0122-C,2R,CMgam,Cameroon,gambiae
AN0123-C,2R,CMgam,Cameroon,gambiae
AN0124-C,2R,CMgam,Cameroon,gambiae
AN0125-C,2R,CMgam,Cameroon,gambiae
AN0126-C,2R,CMgam,Cameroon,gambiae
AN0127-C,2R,CMgam,Cameroon,gambiae
AN0128-C,2R,CMgam,Cameroon,gambiae
AN0129-C,2R,CMgam,Cameroon,gambiae
AN0130-C,2R,CMgam,Cameroon,gambiae
AN0131-C,2R,CMgam,Cameroon,gambiae
AN0132-C,2R,CMgam,Cameroon,gambiae
AN0134-C,2R,CMgam,Cameroon,gambiae
AN0135-C,2R,CMgam,Cameroon,gambiae
AN0136-C,2R,CMgam,Cameroon,gambiae
AN0137-C,2R,CMgam,Cameroon,gambiae
AN0138-C,2R,CMgam,Cameroon,gambiae
AN0139-C,2R,CMgam,Cameroon,gambiae
AN0140-C,2R,CMgam,Cameroon,gambiae
AN0141-C,2R,CMgam,Cameroon,gambiae
AN0142-C,2R,CMgam,Cameroon,gambiae
AN0143-C,2R,CMgam,Cameroon,gambiae
AN0144-C,2R,CMgam,Cameroon,gambiae
AN0147-C,2R,CMgam,Cameroon,gambiae
AN0149-C,2R,CMgam,Cameroon,gambiae
AN0151-C,2R,CMgam,Cameroon,gambiae
AN0152-C,2R,CMgam,Cameroon,gambiae
AN0153-C,2R,CMgam,Cameroon,gambiae
AN0154-C,2R,CMgam,Cameroon,gambiae
AN0155-C,2R,CMgam,Cameroon,gambiae
AN0156-C,2R,CMgam,Cameroon,gambiae
AN0157-C,2R,CMgam,Cameroon,gambiae
AN0158-C,2R,CMgam,Cameroon,gambiae
AN0159-C,2R,CMgam,Cameroon,gambiae
AN0160-C,2R,CMgam,Cameroon,gambiae
AN0162-C,2R,CMgam,Cameroon,gambiae
AN0163-C,2R,CMgam,Cameroon,gambiae
AN0164-C,2R,CMgam,Cameroon,gambiae
AN0165-C,2R,CMgam,Cameroon,gambiae
AN0166-C,2R,CMgam,Cameroon,gambiae
AN0167-C,2R,CMgam,Cameroon,gambiae
AN0168-C,2R,CMgam,Cameroon,gambiae
AN0169-C,2R,CMgam,Cameroon,gambiae
AN0170-C,2R,CMgam,Cameroon,gambiae
AN0171-C,2R,CMgam,Cameroon,gambiae
AN0172-C,2R,CMgam,Cameroon,gambiae
AN0173-C,2R,CMgam,Cameroon,gambiae
AN0174-C,2R,CMgam,Cameroon,gambiae
AN0175-C,2R,CMgam,Cameroon,gambiae
AN0176-C,2R,CMgam,Cameroon,gambiae
AN0177-C,2R,CMgam,Cameroon,gambiae
AN0178-C,2R,CMgam,Cameroon,gambiae
AN0179-C,2R,CMgam,Cameroon,gambiae
AN0180-C,2R,CMgam,Cameroon,gambiae
AN0181-C,2R,CMgam,Cameroon,gambiae
AN0182-C,2R,CMgam,Cameroon,gambiae
AN0183-C,2R,CMgam,Cameroon,gambiae
AN0184-C,2R,CMgam,Cameroon,gambiae
AN0185-C,2R,CMgam,Cameroon,gambiae
AN0186-C,2R,CMgam,Cameroon,gambiae
AN0187-C,2R,CMgam,Cameroon,gambiae
AN0188-C,2R,CMgam,Cameroon,gambiae
AN0189-C,2R,CMgam,Cameroon,gambiae
AN0190-C,2R,CMgam,Cameroon,gambiae
AN0191-C,2R,CMgam,Cameroon,gambiae
AN0192-C,2R,CMgam,Cameroon,gambiae
AN0193-C,2R,CMgam,Cameroon,gambiae
AN0194-C,2R,CMgam,Cameroon,gambiae
AN0196-C,2R,CMgam,Cameroon,gambiae
AN0197-C,2R,CMgam,Cameroon,gambiae
AN0198-C,2R,CMgam,Cameroon,gambiae
