sample_id,ox_code,src_code,population,country,location,site,contributor,contact,year,m_s,sex,n_sequences,mean_coverage,ebi_sample_acc,latitude,longitude,sample_set,taxon,phase2_population,primary_taxon,year_original,year_numeric,taxon_marker_based_handoff,primary_taxon_marker_based_handoff,population_id,population_id_source,population_defined,sex_normalized,known_male_for_x_fallback
AG0147-C,AG0147-C,2614,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,93346656,30.15,ERS248741,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0148-C,AG0148-C,2615,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,109978602,33.94,ERS248742,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0152-C,AG0152-C,2619,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,101127004,31.1,ERS248746,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0153-C,AG0153-C,2620,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,96743242,22.16,ERS248747,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0156-C,AG0156-C,2623,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,105039056,31.45,ERS248750,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0159-C,AG0159-C,2626,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,93000786,30.31,ERS248753,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0162-C,AG0162-C,2629,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,106342658,33.53,ERS248756,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0163-C,AG0163-C,2630,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,94671110,22.26,ERS248757,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0169-C,AG0169-C,2636,GM,"Gambia, The",,Maria Samba Nyado,Martin Donnelly,Martin Donnelly,2011,,F,86220452,28.38,ERS248763,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0170-C,AG0170-C,2637,GM,"Gambia, The",,Maria Samba Nyado,Martin Donnelly,Martin Donnelly,2011,,F,101918016,30.22,ERS248764,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0172-C,AG0172-C,2639,GM,"Gambia, The",,Maria Samba Nyado,Martin Donnelly,Martin Donnelly,2011,,F,110302986,35.13,ERS248766,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0178-C,AG0178-C,2676,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,97985126,31.05,ERS248772,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0179-C,AG0179-C,2677,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,109586036,34.91,ERS248773,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0181-C,AG0181-C,2679,GM,"Gambia, The",,Sare Illo Buya,Martin Donnelly,Martin Donnelly,2011,,F,114190006,24.03,ERS248775,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0183-C,AG0183-C,2681,GM,"Gambia, The",,Sare Illo Buya,Martin Donnelly,Martin Donnelly,2011,,F,104161250,31.81,ERS248777,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0195-C,AG0195-C,2693,GM,"Gambia, The",,Sare Illo Buya,Martin Donnelly,Martin Donnelly,2011,,F,85840156,26.27,ERS248789,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0197-C,AG0197-C,2695,GM,"Gambia, The",,Maria Samba Nyado,Martin Donnelly,Martin Donnelly,2011,,F,107865828,33.77,ERS248791,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0202-C,AG0202-C,2700,GM,"Gambia, The",,Maria Samba Nyado,Martin Donnelly,Martin Donnelly,2011,,F,121089526,37.47,ERS248796,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0203-C,AG0203-C,2701,GM,"Gambia, The",,Maria Samba Nyado,Martin Donnelly,Martin Donnelly,2011,,F,126233400,36.19,ERS248797,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0204-C,AG0204-C,2702,GM,"Gambia, The",,Maria Samba Nyado,Martin Donnelly,Martin Donnelly,2011,,F,116858066,36.06,ERS248798,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0206-C,AG0206-C,2704,GM,"Gambia, The",,Maria Samba Nyado,Martin Donnelly,Martin Donnelly,2011,,F,101367958,32.33,ERS248800,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0208-C,AG0208-C,2706,GM,"Gambia, The",,Maria Samba Nyado,Martin Donnelly,Martin Donnelly,2011,,F,104692934,33.13,ERS248802,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0214-C,AG0214-C,2712,GM,"Gambia, The",,Kerr Sama Kuma,Martin Donnelly,Martin Donnelly,2011,,F,114088166,28.97,ERS248808,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0221-C,AG0221-C,2719,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,105921032,28.85,ERS248815,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0223-C,AG0223-C,2721,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,106843346,33.97,ERS248817,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0227-C,AG0227-C,2725,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,103936788,31.28,ERS248821,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0229-C,AG0229-C,2758,GM,"Gambia, The",,Kerr Sama Kuma,Martin Donnelly,Martin Donnelly,2011,,F,94089364,30.21,ERS248823,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0230-C,AG0230-C,2759,GM,"Gambia, The",,Kerr Sama Kuma,Martin Donnelly,Martin Donnelly,2011,,F,102047324,33.44,ERS248824,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0231-C,AG0231-C,2760,GM,"Gambia, The",,Kerr Sama Kuma,Martin Donnelly,Martin Donnelly,2011,,F,98889216,32.5,ERS248825,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0232-C,AG0232-C,2761,GM,"Gambia, The",,Kerr Sama Kuma,Martin Donnelly,Martin Donnelly,2011,,F,99143756,32.68,ERS248826,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AG0263-C,AG0263-C,2792,GM,"Gambia, The",,Kerr Birom Kardo,Martin Donnelly,Martin Donnelly,2011,,F,111795630,35.58,ERS248857,13.55,-15.9,AG1000G-PHASE2-AR1,,GM,FALSE,2011,2011,coluzzii,TRUE,GM,PHASE2_RELEASE_POPULATION,FALSE,f,FALSE
AV0038-C,AV0038-C,KD246,GNcol,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,M,F,98739380,30.87,ERS224602,8.5,-9.417,AG1000G-PHASE2-AR1,coluzzii,GNcol,TRUE,2012,2012,coluzzii,TRUE,GNcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0040-C,AV0040-C,KD255,GNcol,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,M,F,116667822,35.42,ERS224634,8.5,-9.417,AG1000G-PHASE2-AR1,coluzzii,GNcol,TRUE,2012,2012,coluzzii,TRUE,GNcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0042-C,AV0042-C,KD277,GNcol,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,M,F,116397790,35.68,ERS224593,8.5,-9.417,AG1000G-PHASE2-AR1,coluzzii,GNcol,TRUE,2012,2012,coluzzii,TRUE,GNcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0046-C,AV0046-C,KD353,GNcol,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,M,F,68296222,21.57,ERS224863,8.5,-9.417,AG1000G-PHASE2-AR1,coluzzii,GNcol,TRUE,2012,2012,coluzzii,TRUE,GNcol,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0001-C,AV0001-C,KB001,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,101188184,32.05,ERS224851,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0002-C,AV0002-C,KB002,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,84291044,28.08,ERS224584,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0003-C,AV0003-C,KB003,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,93939098,29.99,ERS224640,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0004-C,AV0004-C,KB008,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,125181816,40.42,ERS224852,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0005-C,AV0005-C,KB010,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,106810266,35.11,ERS224617,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0006-C,AV0006-C,KB016,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,78184140,25.71,ERS224396,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0007-C,AV0007-C,KB041,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,M/S,F,86368656,28.76,ERS224551,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,coluzzii,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0008-C,AV0008-C,KB051,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,78490032,25.58,ERS224513,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0009-C,AV0009-C,KB054,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,56202882,17.71,ERS224858,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0010-C,AV0010-C,KB057,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,79091970,25.8,ERS224532,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0011-C,AV0011-C,KB058,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,104373604,32.49,ERS224630,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0012-C,AV0012-C,KB066,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,85020456,26.79,ERS224567,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0013-C,AV0013-C,KB081,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,98058596,32.37,ERS224614,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0014-C,AV0014-C,KB088,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,91649964,29.9,ERS224604,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0015-C,AV0015-C,KB089,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,82193836,27.5,ERS224530,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0017-C,AV0017-C,KB110,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,98935872,32.51,ERS224854,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0018-C,AV0018-C,KB111,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,88827510,28.99,ERS224648,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0020-C,AV0020-C,KB118,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,100967380,30.85,ERS224857,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0021-C,AV0021-C,KB124,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,102551920,31.73,ERS224859,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0022-C,AV0022-C,KB128,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,94538392,29.47,ERS224862,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0024-C,AV0024-C,KB162,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,83709538,26.72,ERS224575,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0025-C,AV0025-C,KB281,GNgam,Guinea,,Koraboh,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,39929964,13.21,ERS224440,9.25,-9.917,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0026-C,AV0026-C,KD005,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,65951602,21.24,ERS224500,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0027-C,AV0027-C,KD029,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,113412324,36.71,ERS224636,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0028-C,AV0028-C,KD034,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,111570568,36.44,ERS224853,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0029-C,AV0029-C,KD044,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,94573532,30.73,ERS224606,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0030-C,AV0030-C,KD104,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,69197558,23.36,ERS224856,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0031-C,AV0031-C,KD105,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,77685852,25.23,ERS224583,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0032-C,AV0032-C,KD130,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,97340194,32.95,ERS224543,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0033-C,AV0033-C,KD148,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,158060590,50.25,ERS224860,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0034-C,AV0034-C,KD156,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,92118696,27.32,ERS224623,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0035-C,AV0035-C,KD159,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,85890610,26.81,ERS224559,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0036-C,AV0036-C,KD170,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,49948500,16.33,ERS224431,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0037-C,AV0037-C,KD177,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,61275102,19.84,ERS224470,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0039-C,AV0039-C,KD248,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,113999470,33.83,ERS224665,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0041-C,AV0041-C,KD264,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,83840132,25.99,ERS224855,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0043-C,AV0043-C,KD306,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,36846414,12.06,ERS224427,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0044-C,AV0044-C,KD309,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,108387868,31.85,ERS224653,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0045-C,AV0045-C,KD339,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,98115760,30.8,ERS224861,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AV0047-C,AV0047-C,KD363,GNgam,Guinea,,Koundara,Kenneth Vernick,"Michelle Riehle, Karin Eiglmeier",2012,S,F,103391134,30.94,ERS224657,8.5,-9.417,AG1000G-PHASE2-AR1,gambiae,GNgam,TRUE,2012,2012,gambiae,TRUE,GNgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AQ0001-C,AQ0001-C,1C58.5,GQgam,Equatorial Guinea,,Bioko,Igor Sharakhov,Igor Sharakhov,2002,S,F,111356542,36.57,ERS156391,3.7,8.7,AG1000G-PHASE2-AR1,gambiae,GQgam,TRUE,2002,2002,gambiae,TRUE,GQgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AQ0002-C,AQ0002-C,1C58.6,GQgam,Equatorial Guinea,,Bioko,Igor Sharakhov,Igor Sharakhov,2002,S,F,135374866,43.08,ERS156392,3.7,8.7,AG1000G-PHASE2-AR1,gambiae,GQgam,TRUE,2002,2002,gambiae,TRUE,GQgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AQ0004-C,AQ0004-C,C58.1,GQgam,Equatorial Guinea,,Bioko,Igor Sharakhov,Igor Sharakhov,2002,S,F,111968426,35.49,ERS156395,3.7,8.7,AG1000G-PHASE2-AR1,gambiae,GQgam,TRUE,2002,2002,gambiae,TRUE,GQgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AQ0005-C,AQ0005-C,C58.2,GQgam,Equatorial Guinea,,Bioko,Igor Sharakhov,Igor Sharakhov,2002,S,F,119463054,39.08,ERS156394,3.7,8.7,AG1000G-PHASE2-AR1,gambiae,GQgam,TRUE,2002,2002,gambiae,TRUE,GQgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
AQ0011-C,AQ0011-C,TL58.6,GQgam,Equatorial Guinea,,Bioko,Igor Sharakhov,Igor Sharakhov,2002,S,F,75222968,24.7,ERS156405,3.7,8.7,AG1000G-PHASE2-AR1,gambiae,GQgam,TRUE,2002,2002,gambiae,TRUE,GQgam,PHASE2_RELEASE_POPULATION,TRUE,f,FALSE
