sample_id,sample_set,country,location,year,month,latitude,longitude,sex_call,taxon,population_code,snp_genotypes_vcf,metadata_source
AB0225-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0225-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0228-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0228-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0231-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0231-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0232-Cx,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0232-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0233-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0233-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0235-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0235-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0236-Cx,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0236-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0238-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0238-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0239-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0239-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0241-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0241-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0244-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0244-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0251-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0251-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0252-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0252-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0253-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0253-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0255-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0255-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0256-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0256-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0260-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0260-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0261-Cx,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0261-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0264-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0264-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0265-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0265-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0268-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0268-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0269-Cx,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0269-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0270-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0270-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0271-Cx,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0271-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0272-Cx,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0272-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0273-Cx,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0273-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0274-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0274-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0275-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0275-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0277-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0277-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0278-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0278-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0280-Cx,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0280-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0281-Cx,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0281-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0283-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0283-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0284-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0284-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0298-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0298-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0299-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0299-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0301-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0301-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0302-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0302-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0303-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0303-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0309-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0309-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0312-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0312-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0313-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0313-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0314-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0314-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0315-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0315-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0316-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0316-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0318-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0318-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0325-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0325-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0373-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0373-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0374-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0374-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0375-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0375-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0378-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0378-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0379-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0379-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0381-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0381-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0386-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0386-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0388-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0388-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0389-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0389-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0432-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0432-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0433-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0433-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0435-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0435-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0436-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0436-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0439-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0439-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0440-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0440-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0458-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0458-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0459-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0459-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0460-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0460-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0462-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0462-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0463-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0463-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0465-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0465-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0466-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0466-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0467-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0467-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0468-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0468-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0469-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0469-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0470-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0470-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0471-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0471-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0472-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0472-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0473-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0473-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0474-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0474-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0477-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0477-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0504-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0504-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0517-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0517-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0524-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0524-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0525-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0525-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0526-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0526-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0527-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0527-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0528-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0528-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0529-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0529-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0530-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0530-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0531-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0531-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
