sample_id,sample_set,country,location,year,month,latitude,longitude,sex_call,taxon,population_code,snp_genotypes_vcf,metadata_source
AB0532-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0532-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0533-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0533-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0536-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0536-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0537-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0537-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AB0538-C,Ag3.0-WestAfrica-Caputo2024,Burkina Faso,,,,,,,gambiae,BFgam,https://cog.sanger.ac.uk/vo_agam_output/AB0538-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0045-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0045-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0046-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0046-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0047-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0047-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0048-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0048-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0050-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0050-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0057-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0057-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0058-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0058-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0059-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0059-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0060-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0060-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0061-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0061-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0062-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0062-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0069-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0069-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0070-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0070-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0071-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0071-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0072-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0072-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0081-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0081-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0082-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0082-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0084-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0084-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0085-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0085-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0086-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0086-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0093-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0093-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0094-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0094-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0095-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0095-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0096-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0096-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0105-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0105-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0106-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0106-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0108-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0108-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0117-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0117-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0118-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0118-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0119-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0119-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0122-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0122-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0129-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0129-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0130-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0130-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0131-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0131-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0133-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0133-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AA0137-C,Ag3.0-WestAfrica-Caputo2024,Ghana,,,,,,,gambiae,GHgam,https://cog.sanger.ac.uk/vo_agam_output/AA0137-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0001-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0001-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0002-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0002-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0003-Cx,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0003-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0004-Cx,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0004-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0005-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0005-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0006-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0006-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0008-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0008-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0009-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0009-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0010-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0010-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0011-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0011-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0012-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0012-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0013-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0013-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0014-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0014-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0015-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0015-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0017-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0017-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0018-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0018-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0020-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0020-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0021-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0021-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0022-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0022-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0023-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0023-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0024-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0024-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0025-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0025-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0026-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0026-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0027-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0027-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0028-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0028-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0029-Cx,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0029-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0030-Cx,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0030-Cx.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0031-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0031-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0032-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0032-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
AV0033-C,Ag3.0-WestAfrica-Caputo2024,Guinea,,,,,,,gambiae,GNgam,https://cog.sanger.ac.uk/vo_agam_output/AV0033-C.vcf.gz,Caputo2024 Communications Biology Supplementary Data 1 (Ag1000G Ag3.0 West Africa; semicolon-row first-field specimen ID + explicit population-code extraction)
